Summary data collected by the Greenhouse Gas Reporting Program for 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,Total Facility Emissions by Gas,,,,,,,,,,,,Emissions by Process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,
1005040,110007899756,Tata Chemicals (Soda Ash) Partners,GREEN RIVER,WY,82935,324 Allied Chemical Road,SWEETWATER COUNTY,41.59,-109.75,212391,"C,CC",Minerals,"1,536,763.27","1,530,246.80","2,422.25","4,094.22",,,,,,,,,,"1,196,888.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"339,874.70",,,,,,,,N,N,N,
1000334,110000578072,Tate & Lyle,DECATUR,IL,62521,2200 EAST ELDORADO ST,Macon,39.85,-88.93,311221,"C,TT","Other,Waste","751,067.26","741,607.50","6,846.00","2,613.76",,,,,,,,,,"745,760.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,306.50",N,N,N,
1010704,,Tate & Lyle Sucralose LLC,McIntosh,AL,36553,588 Industrial Road,,31.23,-88.07,325199,C,Chemicals,"100,481.17","100,377.60",47.25,56.32,,,,,,,,,,"100,481.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000401,110000372711,Tate & Lyle-Loudon,LOUDON,TN,37774,198 BLAIR BEND DRIVE,Loudon,35.74,-84.32,311221,"C,II,PP","Other,Suppliers of CO2,Waste","396,620.15","395,066.90","1,322.00",231.25,,,,,,,,,"2,580.20","395,488.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,131.75",,,N,N,N,
1013662,110070789263,Taylor Gas Plant,Midland,TX,79706,,MIDLAND COUNTY,31.85,-101.78,211130,"C,W-PROC",Petroleum and Natural Gas Systems,"60,726.46","60,016.40",681.75,28.31,,,,,,,,,,"50,295.46",,,,,,,,,,,,,,,,,,,10431,,,,,,,,,,,,,,,,,,N,N,N,
1005371,110014061558,Tazewell County Landfill,North Tazewell,VA,24630,245 Lynn Hollow Road,TAZEWELL COUNTY,37.19,-81.44,562212,HH,Waste,"55,744.75",,"55,744.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,744.75",,,,N,N,N,
1007410,110000755567,Tebone Fractionator,GEISMAR,LA,70734,10324 HIGHWAY 75 RIVER ROAD,ASCENSION PARISH,30.21,-91.04,211130,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","17,091.54","16,999.60",83.00,8.94,,,,,,,,,,"14,017.70",,,,,,,,,,,,,,,,,,,3073.844,,,,,,,,,,,,,,,,,,N,N,N,
1001604,110000794383,Teche Power Station,BALDWIN,LA,70514,237 NEWMAN ST,Saint Mary,29.82,-91.54,221112,"C,D",Power Plants,"556,047.24","555,482.80",257.50,306.94,,,,,,,,,,0.70,"556,046.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1013187,110070525465,Tejas Power Generation,Houston,TX,77045,12582 Hiram Clarke Rd,HARRIS COUNTY,29.65,-95.45,221112,D,Power Plants,"48,249.27","48,200.50",22.25,26.52,,,,,,,,,,,"48,249.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1010358,110055520565,Tenaha Plant,Gary,TX,75974,8315 FM 947 West,SHELBY COUNTY,31.96,-94.28,486210,"C,W-PROC",Petroleum and Natural Gas Systems,"120,521.99","117,970.50","2,520.50",30.99,,,,,,,,,,"52,830.75",,,,,,,,,,,,,,,,,,,67691.24,,,,,,,,,,,,,,,,,,N,N,N,
1013497,,"Tenaris Bay City, Inc.",Bay City,TX,77414,7960 HWY 35,,29.01,-95.89,331210,C,Metals,"61,188.32","61,125.30",28.75,34.27,,,,,,,,,,"61,188.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001303,110070081787,Tenaska Frontier Generation Station,SHIRO,TX,77876,17500 HWY 30,Grimes,30.59,-95.92,221112,"C,D",Power Plants,"1,577,394.60","1,575,792.80",730.75,871.05,,,,,,,,,,0.00,"1,577,394.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001331,110010661667,Tenaska Gateway Generating Station,Long Branch,TX,75669,7589 State Hwy 315 E,Rusk,32.02,-94.62,221112,"C,D",Power Plants,"1,539,724.24","1,538,160.80",713.25,850.19,,,,,,,,,,0.00,"1,539,724.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001302,110010039494,Tenaska Georgia Generating Station,FRANKLIN,GA,30217,2100 GEORGIA BROWN ROAD,Heard,33.35,-85.00,221112,"C,D",Power Plants,"71,969.81","71,892.10",34.50,43.21,,,,,,,,,,127.40,"71,842.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000059,110021355816,Tenaska Kiamichi Generating Station,KIOWA,OK,74553,4386 Old 69 Road,Pittsburg,34.68,-95.93,221112,D,Power Plants,"2,201,775.94","2,199,540.10","1,020.00","1,215.84",,,,,,,,,,,"2,201,775.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001394,110067545268,Tenaska Lindsay Hill,BILLINGSLEY,AL,36006,3405 COUNTY ROAD 26,Autauga,32.65,-86.74,221112,D,Power Plants,"692,479.58","691,776.50",320.75,382.33,,,,,,,,,,,"692,479.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000818,110017612074,Tenaska Virginia Generating Station,SCOTTSVILLE,VA,24590,2300 BRANCH ROAD,Fluvanna,37.87,-78.38,221112,D,Power Plants,"2,251,885.76","2,249,599.50","1,043.00","1,243.26",,,,,,,,,,,"2,251,885.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1013277,110070525497,Tenaska Westmoreland Generating Station,Smithton,PA,15479,446 Smithon Pike,WESTMORELAND COUNTY,40.18,-79.69,221112,"C,D",Power Plants,"1,973,725.98","1,971,721.40",914.50,"1,090.08",,,,,,,,,,"1,071.30","1,972,654.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1012032,110070069468,Tenjo Vista Power Plant,Piti,GU,96915,"Lot 19 Tract 2411, Route 2A, Tenjo Vista",,13.41,144.67,221112,C,Power Plants,"25,595.34","25,507.90",25.75,61.69,,,,,,,,,,"25,595.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1003128,110041031040,Terrell Gas Plant,Sheffield,TX,79781,,TERRELL COUNTY,30.37,-101.84,211120,"C,PP,W-PROC","Petroleum and Natural Gas Systems,Suppliers of CO2","59,362.34","55,521.60","3,809.75",30.99,,,,,,,,,,"55,068.69",,,,,,,,,,,,,,,,,,,4293.65,,,,,,,,,,,,,,,,,,N,N,N,
1007144,110014390514,Terry Bundy Generating Station,LINCOLN,NE,68517,7707 BLUFF ROAD,Lancaster,40.91,-96.61,221112,"C,D",Power Plants,"96,843.16","96,685.60",62.50,95.06,,,,,,,,,"11,420.30","1,624.07","95,219.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1013267,110070156203,Terves Inc,Euclid,OH,44117,24112 Rockwell Drive,CUYAHOGA COUNTY,41.58,-81.52,331529,"C,T",Metals,"18,158.40","5,980.97",2.75,3.28,543.40,,"11,628.00",,,,,,,"5,974.73",,,,,,,,,,,,,,,"12,183.67",,,,,,,,,,,,,,,,,,,,,,N,N,N,
1011389,110000482898,"Tesla, Inc.",Fremont,CA,94538,45500 Fremont Boulevard,ALAMEDA COUNTY,37.50,-121.95,336111,C,Other,"23,612.81","23,588.70",11.00,13.11,,,,,,,,,,"23,612.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005004,110007919501,Tesoro Alaska Company LLC - KLNG,Kenai,AK,99611,48237 Kenai Spur Highway,KENAI PENINSULA BOROUGH,60.68,-151.39,221210,"C,W-LNGIE",Petroleum and Natural Gas Systems,"4,590.03","4,585.10",2.25,2.68,,,,,,,,,,"4,590.03",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,N,N,N,
1006039,110000469243,"Tesoro Refining and Marketing Company, Salt Lake City Refinery",Salt Lake City,UT,84103,474 West 900 North,SALT LAKE COUNTY,40.79,-111.90,324110,"C,Y",Refineries,"613,969.31","611,621.00","1,135.75","1,212.56",,,,,,,,,,"357,561.96",,,,,,,,,,,,,,,,,,,,,,,,,"256,407.35",,,,,,,,,,,,N,N,N,
1002471,110002371781,Tessman Road Landfill,San Antonio,TX,78219,7000 Interstate Hwy 10 East,BEXAR COUNTY,29.43,-98.33,562212,HH,Waste,"193,129.00",,"193,129.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"193,129.00",,,,N,N,N,
1000504,110005109710,Texas City Cogeneration,TEXAS CITY,TX,77590,3221 5TH AVE SOUTH,Galveston,29.38,-94.94,221112,D,Power Plants,"1,011,368.90","1,010,342.50",468.25,558.15,,,,,,,,,,,"1,011,368.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1003553,110043811523,Texas Gas Transmission - Bald Knob Station,BALD KNOB,AR,72010,655 Taylor Rd.,WHITE COUNTY,35.35,-91.50,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"3,076.45",159.20,"2,917.25",,,,,,,,,,,155.80,,,,,,,,,,,,,,,,,,,,2920.65,,,,,,,,,,,,,,,,,N,N,N,
1003554,110013949718,Texas Gas Transmission - Bastrop Station,BASTROP,LA,71220,7152 PUMPING STATION RD,MOREHOUSE PARISH,32.96,-91.85,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"76,055.76","37,508.10","38,526.50",21.16,,,,,,,,,,"37,502.51",,,,,,,,,,,,,,,,,,,,38553.25,,,,,,,,,,,,,,,,,N,N,N,
1009463,110006550669,Texas Gas Transmission - Calvert City Station,Benton,KY,42025,93 Texas Gas Lane,MARSHALL COUNTY,36.96,-88.38,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"24,013.74","1,694.10","22,318.75",0.89,,,,,,,,,,"1,669.94",,,,,,,,,,,,,,,,,,,,22343.8,,,,,,,,,,,,,,,,,N,N,N,
1013118,,Texas Gas Transmission - Clarksdale Station,Clarksdale,MS,38614,3305 US Highway 61 South,,34.20,-90.64,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"36,997.94","1,607.30","35,389.75",0.89,,,,,,,,,,"1,568.04",,,,,,,,,,,,,,,,,,,,35429.9,,,,,,,,,,,,,,,,,N,N,N,
1011265,110009924476,Texas Gas Transmission - Columbia Station,Columbia,LA,71418,4583 US Highway 165 North,CALDWELL PARISH,32.15,-92.09,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"70,448.87","47,865.30","22,556.75",26.82,,,,,,,,,,"47,888.62",,,,,,,,,,,,,,,,,,,,22560.25,,,,,,,,,,,,,,,,,N,N,N,
1009462,110055516883,Texas Gas Transmission - Covington Station,Covington,TN,38019,3947 Tabernacle Charleston Rd.,TIPTON COUNTY,35.56,-89.65,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"43,766.00",925.90,"42,839.50",0.60,,,,,,,,,,877.50,,,,,,,,,,,,,,,,,,,,42888.5,,,,,,,,,,,,,,,,,N,N,N,
1013129,110070209444,Texas Gas Transmission - Dillsboro Station,Aurora,IN,47421,10622 Texas Gas Road,DEARBORN COUNTY,39.02,-85.01,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"44,724.18","18,890.20","25,823.25",10.73,,,,,,,,,,"18,880.13",,,,,,,,,,,,,,,,,,,,25844.05,,,,,,,,,,,,,,,,,N,N,N,
1011946,110001370935,Texas Gas Transmission - Eunice Station,Eunice,LA,70735,1661 Coulee Road,ACADIA PARISH,30.46,-92.53,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"33,634.08","18,291.70","15,332.25",10.13,,,,,,,,,,"18,292.63",,,,,,,,,,,,,,,,,,,,15341.45,,,,,,,,,,,,,,,,,N,N,N,
1009427,110041966708,Texas Gas Transmission - Hardinsburg Station,Hardinsburg,KY,40143,514 US Highway 60 West,BRECKINRIDGE COUNTY,37.79,-86.49,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"58,113.42","20,719.30","37,382.50",11.62,,,,,,,,,,"20,697.47",,,,,,,,,,,,,,,,,,,,37415.95,,,,,,,,,,,,,,,,,N,N,N,
1013105,110070209502,Texas Gas Transmission - Harrison Station,Harrison,OH,45030,10250 Dry Fork Drive,HAMILTON COUNTY,39.27,-84.76,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"38,074.77","35,243.60","2,811.50",19.67,,,,,,,,,,"35,276.57",,,,,,,,,,,,,,,,,,,,2798.2,,,,,,,,,,,,,,,,,N,N,N,
1009429,110007290724,Texas Gas Transmission - Haughton Station,Haughton,LA,71037,6172 Highway 157 South,BOSSIER PARISH,32.47,-93.51,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"41,210.35","14,536.30","26,666.00",8.05,,,,,,,,,,"14,520.30",,,,,,,,,,,,,,,,,,,,26690.05,,,,,,,,,,,,,,,,,N,N,N,
1003596,110000793856,Texas Gas Transmission - Jeffersontown Station,LOUISVILLE,KY,40299,10327 GASLIGHT WAY,JEFFERSON COUNTY,38.22,-85.57,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"17,271.70",824.60,"16,446.50",0.60,,,,,,,,,,806.70,,,,,,,,,,,,,,,,,,,,16465,,,,,,,,,,,,,,,,,N,N,N,
1003776,110001857358,Texas Gas Transmission - Kenton Station,KENTON,TN,38233,3793 TEXAS GAS LN.  HWY 45W,OBION COUNTY,36.24,-89.03,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"52,752.64","2,842.40","49,908.75",1.49,,,,,,,,,,"2,787.54",,,,,,,,,,,,,,,,,,,,49965.1,,,,,,,,,,,,,,,,,N,N,N,
1003915,110012665400,Texas Gas Transmission - Lake Cormorant Station,LAKE CORMORANT,MS,38641,2672 WILSON MILL ROAD,DESOTO COUNTY,34.90,-90.17,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"68,644.61","24,548.40","44,082.50",13.71,,,,,,,,,,"24,522.71",,,,,,,,,,,,,,,,,,,,44121.9,,,,,,,,,,,,,,,,,N,N,N,
1009428,110055516758,Texas Gas Transmission - Midland Storage Field,Bremen,KY,42325,650 Highway 175 South,MUHLENBERG COUNTY,37.33,-87.24,486210,"C,W-UNSTG",Petroleum and Natural Gas Systems,"17,943.07","8,818.00","9,120.00",5.07,,,,,,,,,,"8,816.62",,,,,,,,,,,,,,,,,,,,,9126.45,,,,,,,,,,,,,,,,N,N,N,
1009430,110000911176,Texas Gas Transmission - Pineville Station,Pineville,LA,71360,3983 Highway 107 South,RAPIDES PARISH,31.30,-92.33,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"70,315.11","37,113.00","33,181.25",20.86,,,,,,,,,,"37,113.06",,,,,,,,,,,,,,,,,,,,33202.05,,,,,,,,,,,,,,,,,N,N,N,
1003916,110007291046,Texas Gas Transmission - Sharon Station,DUBACH,LA,71235,757 SHARON RD,CLAIBORNE PARISH,32.77,-92.77,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"31,012.60","13,648.10","17,356.75",7.75,,,,,,,,,,"13,642.35",,,,,,,,,,,,,,,,,,,,17370.25,,,,,,,,,,,,,,,,,N,N,N,
1003917,110000793847,Texas Gas Transmission - Slaughters Station,SLAUGHTERS,KY,42456,3562 State Route 1405,WEBSTER COUNTY,37.51,-87.50,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"49,691.60","13,969.10","35,714.75",7.75,,,,,,,,,,"13,942.15",,,,,,,,,,,,,,,,,,,,35749.45,,,,,,,,,,,,,,,,,N,N,N,
1003720,110001226058,Texas Gas Transmission - Youngsville Station,YOUNGSVILLE,LA,70592,4443 VEROT SCHOOL RD,LAFAYETTE PARISH,30.09,-92.03,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"30,873.19","14,972.10","15,892.75",8.34,,,,,,,,,,"14,969.04",,,,,,,,,,,,,,,,,,,,15904.15,,,,,,,,,,,,,,,,,N,N,N,
1010134,,Texas Instruments - Sherman,Sherman,TX,75090,6412 US Hwy 75 South,,33.60,-96.56,334413,"C,I",Other,"70,804.28","5,663.90",2.75,348.66,"2,308.80","57,864.57","3,465.60",,"1,150.00",,,,,"5,669.93",,,,,,"65,134.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1010208,110070082067,Texas Instruments Incorporated - Maine Fab,South Portland,ME,04106,5 Foden Road,CUMBERLAND COUNTY,43.64,-70.32,334413,"C,I",Other,"109,656.94","6,302.80",2.75,"3,984.56","2,419.86","70,155.66","3,591.00","7,578.32","15,622.00",,,,,"6,308.83",,,,,,"103,348.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1008059,110022435836,Texas Instruments Richardson,Richardson,TX,75080,300 West Renner Road,COLLIN COUNTY,33.00,-96.72,334413,"C,I",Other,"205,055.99","7,528.60",3.50,"6,349.78","9,255.20","72,214.58","7,437.36","27,365.20","74,900.00",1.77,0.00,,,"7,536.27",,,,,,"197,519.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002395,110001868024,Texas Lime Company,Cleburne,TX,76033,15865 FM 1434,JOHNSON COUNTY,32.25,-97.55,327410,"C,S",Minerals,"449,436.94","448,625.40",280.50,531.04,,,,,,,,,,"190,040.44",,,,,,,,,,,,,,"259,396.50",,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001973,110000446303,Textron Aviation/East Campus,Wichita,KS,67206,9709 East Central,SEDGWICK COUNTY,37.69,-97.22,336411,C,Other,"24,466.41","24,441.20",11.50,13.71,,,,,,,,,,"24,466.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000027,110001120144,The Children\s Hospital of Philadelphia,Philadelphia,PA,19104,34th Street and Civic Center Boulevard,PHILADELPHIA COUNTY,39.95,-75.19,622110,C,Other,"34,870.47","34,834.30",16.50,19.67,,,,,,,,,,"34,870.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001826,110043787408,The Dow Chemical Company,MIDLAND,MI,48667,1790 Building Washington St.,MIDLAND COUNTY,43.60,-84.24,325320,"C,TT","Chemicals,Waste","55,114.40","44,415.90","10,624.00",74.50,,,,,,,,,"2,685.30","44,536.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,577.50",N,N,N,
1004314,110001244724,The Dow Chemical Company -- Louisiana Operations,PLAQUEMINE,LA,70765,21255 Highway 1 South,IBERVILLE PARISH,30.32,-91.24,325199,"C,TT,X","Chemicals,Waste","1,919,713.48","1,796,615.30","109,901.25","13,196.93",,,,,,,,,,"1,645,565.84",,,,,,,,,,,,,,,,,,,,,,,,"177,114.39",,,,,,,,,,,,"97,033.25",N,N,N,
1003847,110000349784,"The Goodyear Tire & Rubber Co, Inc",FAYETTEVILLE,NC,28311,6650 RAMSEY STREET,CUMBERLAND COUNTY,35.17,-78.86,326211,C,Other,"45,464.48","45,417.90",21.25,25.33,,,,,,,,,,"45,464.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1013001,110000411153,The Hillshire Brands Company,Zeeland,MI,49464,8300 96th Avenue,OTTAWA COUNTY,42.92,-86.03,311612,"C,II","Other,Waste","41,362.64","30,479.90","10,865.75",16.99,,,,,,,,,,"30,511.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,851.50",,,N,N,N,
1000306,110070081756,The Johns Hopkins Hospital,Baltimore,MD,21287,1800 Orleans Street,BALTIMORE CITY,39.30,-76.59,622110,C,Other,"106,178.08","106,065.30",50.50,62.28,,,,,,,,,,"106,178.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1008929,110000821558,The Methodist Hospital,Houston,TX,77030,6565 Fannin ST,HARRIS COUNTY,29.71,-95.40,622110,C,Other,"43,564.04","43,519.10",20.50,24.44,,,,,,,,,,"43,564.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000396,110044916080,The Ohio State University,COLUMBUS,OH,43212,1314 KINNEAR ROAD,Franklin,40.00,-83.02,611310,C,Other,"148,495.59","148,343.20",69.25,83.14,,,,,,,,,,"148,495.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000656,110000739648,The President and Fellows of Harvard University (Cambridge Allston Blackstone),Cambridge,MA,02139,46 Blackstone Street,Middlesex,42.36,-71.12,611310,C,Other,"83,226.52","83,137.30",39.75,49.47,,,,,,,,,253.10,"83,226.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005803,110000464854,"The San Antonio Refinery, LLC",SAN ANTONIO,TX,78235,"1 BDA Crossing, Suite 100",BEXAR COUNTY,29.35,-98.46,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries","81,514.69","79,790.50","1,439.00",285.19,,,,,,,,,,"65,442.48",,,,,,,,,,,,,,,,,,,,,,,,,"16,072.21",,,,,,,,,,,,N,N,N,
1000234,110006710684,The University of NC Chapel Hill,CHAPEL HILL,NC,27599,501 CAMERON AVE,Orange,35.91,-79.06,611310,C,Other,"227,736.51","226,604.40",419.00,713.11,,,,,,,,,,"227,736.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000842,110000702204,The University of Texas Southwestern Medical Center at Dallas,Dallas,TX,75390,5323 Harry Hines Blvd.,DALLAS COUNTY,32.81,-96.84,611310,C,Other,"67,927.24","67,856.80",32.00,38.44,,,,,,,,,,"67,927.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001140,110021333421,Theodore Cogeneration,Theodore,AL,36582,7910 Rangeline Road,Mobile,30.52,-88.13,221112,"C,D",Power Plants,"720,240.38","719,508.80",333.75,397.83,,,,,,,,,,"21,541.42","698,698.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000801,110002374216,Thomas A. Smith Energy Facility,DALTON,GA,30721,925 LOOPERS BRIDGE ROAD,Murray,34.71,-84.92,221112,"C,D",Power Plants,"2,518,755.62","2,516,198.10","1,166.75","1,390.77",,,,,,,,,,117.80,"2,518,637.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001433,110007409571,Thomas Fitzhugh,OZARK,AR,72949,6006 Lock and Dam Road,Franklin,35.46,-93.81,221112,"C,D",Power Plants,"129,403.45","129,268.80",60.75,73.90,,,,,,,,,,"1,117.90","128,285.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000716,110000444243,Thomas Hill Energy Center,CLIFTON HILL,MO,65244,5693 HIGHWAY F,Randolph,39.55,-92.64,221112,"C,D",Power Plants,"7,891,674.20","7,850,281.00","2,065.25","39,327.95",,,,,,,,,,"1,086.54","7,890,587.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1011351,110059777111,Thomaston,Thomaston,TX,77989,803 Zengerle Road,,29.01,-97.15,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"23,530.29","21,136.70","2,382.00",11.59,,,,,,,,,,"12,417.40",,,,,,,,,,,,,,,,,,,,11112.8882,,,,,,,,,,,,,,,,,N,N,N,
1004704,110043793801,Thompsonville Gas Plant,Mirando City,TX,78369,,JIM HOGG COUNTY,27.26,-98.94,211130,"C,W-PROC",Petroleum and Natural Gas Systems,"102,677.58","97,491.20","5,131.25",55.13,,,,,,,,,,"96,373.24",,,,,,,,,,,,,,,,,,,6304.344,,,,,,,,,,,,,,,,,,N,N,N,
1007796,110007348450,Three Corners Landfill,Piedmont,AL,36372,2205 County Road 6,CHEROKEE COUNTY,34.00,-85.73,562212,HH,Waste,"74,606.50",,"74,606.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74,606.50",,,,N,N,N,
1011627,110056339902,Three Rivers Energy LLC,Coshocton,OH,43812,18137 County Road 271,COSHOCTON COUNTY,40.22,-81.86,325193,C,Other,"45,973.78","45,926.10",21.75,25.93,,,,,,,,,,"45,973.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1003848,110070081878,Thunder Creek Gas Services Buckshot Gas Plant,Douglas,WY,82633,45 Natural Bridge Road,CONVERSE COUNTY,42.79,-105.61,213112,"C,W-PROC",Petroleum and Natural Gas Systems,"125,135.60","124,004.00","1,101.50",30.10,,,,,,,,,,"53,099.40",,,,,,,,,,,,,,,,,,,72036.198,,,,,,,,,,,,,,,,,,N,N,N,
1003555,110063990855,"Thunder Horse, MMS Platform ID 02481, Complex ID 1101-1",Offshore,LA,00000,,,28.19,-88.50,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,"218,390.22","208,442.60","9,697.00",250.62,,,,,,,,,,"182,244.79",,,,,,,,,,,,,,,,,,36145.426,,,,,,,,,,,,,,,,,,,N,N,N,
1013707,110070716049,Thunderbird Gas Plant,Watonga,OK,73772,,BLAINE COUNTY,35.83,-98.26,211130,"C,W-PROC",Petroleum and Natural Gas Systems,"39,513.63","36,222.20","3,273.25",18.18,,,,,,,,,,"28,774.79",,,,,,,,,,,,,,,,,,,10738.836,,,,,,,,,,,,,,,,,,N,N,N,
